lang_id,ISO6393,words,completeness,language,macroarea,family,ONE,TWO,PERSON,FISH,DOG,LOUSE,TREE,LEAF,SKIN,BLOOD,BONE,HORN (ANATOMY),EAR,EYE,NOSE,TOOTH,TONGUE,KNEE,BREAST,LIVER,DRINK,SEE,HEAR,DIE,COME,STAR,WATER,STONE,FIRE,PATH,MOUNTAIN,NIGHT,FULL,NEW,NAME,SUN,HAND,I,THOU,WE
J62_RUNDI,run,36,90,Rundi,Africa,Atlantic-Congo,mwe,biri,ntu,fi,bwa,da,ti,babi,sato,raso,gufa,hembe,twi,so,zuru,inyo,rimi,vi,bere,tigu,nyo,bon,umv,pfu,za,nyenyeri,zi,buye,Tanwa,zira,sozi,joro,uzur,Sa,zina,zuba,NA,NA,NA,NA
BELOGORNOJE,rus,40,100,Russian,Eurasia,Indo-European,odin,dva,Celovek,r3ba,sobaka,bloxa,dereva,list,koZa,krof,kost,rok,uxo,glas,nos,zup,yaz3k,koleno,grut,peCen,pit,videt,sliSat,umirat,priyti,zvezda,voda,kamen,ogon,doroga,gora,noC,poln3y,nov3y,ima,sonce,ruka,ya,t3,m3
SANGO_3,sag,39,97.5,Sango,Africa,Atlantic-Congo,oko,use,NA,susu,mbo,pou,keke,ke,polo,mene,mbyo,nZa,me,le,ron,te,mimba,kuku,me,bebe,yon,ba,me,kwi,ga,tongolo,ngu,tene,wa,lege,hoto,bi,aSi,fini,yili,la,ti,mbi,mo,i
SAKHA_2,sah,40,100,Sakha,Eurasia,Turkic,bir,ikki,kihi,baluk,ut,but,mas,sebirdex,tiri,xan,uNuox,muos,kulgax,xarax,murun,tis,tul,tobuk,emiy,buar,is,ker,bil,el,kel,sulus,u,tas,uot,ulluk,xaya,tin,toloru,saNa,at,kin,ili,min,en,bihigi
SANSKRIT,san,40,100,Sanskrit,Eurasia,Indo-European,ek3h,dv3u,manuS3h,min3h,Sva,yuka,vikS3,p3tr3m,tv3k,rudir3m,3sti,SiNg3m,k3rN3h,netr3m,nasika,d3nt3h,Tjihva,Tanu,st3n3h,y3kit,pa,diS,Sru,mi,ag3m,tara,T3l3m,pr3st3r3h,3gnih,p3ntah,p3rv3t3h,n3kt3m,purn3,n3v3,nam3,sury3h,h3st3h,3h3m,tv3m,v3y3m
SANTALI,sat,38,95,Santali,Eurasia,Austroasiatic,mit,bar,hor,barsi,seta,si,dare,sakam,harta,mayam,jaN,dere5,lutur,met,mu,data,alaN,NA,nunu,in boro,5u,5el,ajom,guju7,hiju7,ipil,da7,diri,segel,kuli,buru,5id3,NA,nawa,5utum,si5 Cado,ti,i5,am,abo
SICILIAN_UnnamedInSource,scn,38,95,Sicilian,Eurasia,Indo-European,unu,du,pirsuna,peSi,kani,NA,arbulu,fogia,pedi,saNgu,osu,kornutu,orikia,okiu,naska,denti,liNa,dinokiu,petu,fiCatu,biviri,vidiri,sentiri,moriri,veniri,stida,aka,petra,foku,strata,munta5a,noti,Cinu,novu,nomi,suli,manu,iu,NA,nuautri
SCOTS,sco,39,97.5,Scots,Eurasia,Indo-European,en,to,bodi,fiS,dog,lus,tri,lif,skin,blid,ben,horn,ir,i,noz,te8,toN,ni,birzk3t,NA,driN,si,hir,di,kam,starn,wat3r,sten,f3i3r,pad,bEn,nit,fu,nu,nem,son,hond,a,yi,wi
TASHELHIT_IDA_USEMLAL,shi,40,100,Tachelhit,Africa,Afro-Asiatic,yan,sin,bnadm,aslm,aydi,tilkit,SZr7t,afraw,ilm,idamn,ixs,isk,amz7ux,tit7,tinxrt,axs,ils,afud,tabubat,tasa,su,z7r,sfld,mt,aSk,itri,aman,tagunt,l7afit,axaras,adrar,ad7,ktur,leZdid,ism,tafukt,afus,nk,ky,nkni
NORTHERN_SHAN,shn,40,100,Shan,Eurasia,Tai-Kadai,n3N,soN,kon,pa,ma,haw,tonmay,ma3may,naN,l3t,lup,kaw,hu,ta,khulaN,kew,lin,hokaw,tawnom,tap,sot,han,Nin,tay,ma,law,nam,makhin,fay,taN,koN,kaNk3n,tem,ma3,T3,lEt,m3,kaw,ma3,haw
SINHALA,sin,29,72.5,Sinhala,Eurasia,Indo-European,eka,deka,minisa,maLuva,balla,NA,gas,NA,NA,le,NA,ana,kana,asa,nakutu,data,diva,NA,NA,NA,bonava,NA,ahe,mare,enava,taraka,vatura,gala,NA,mana,kana,raya,NA,nava,nama,ira,NA,mama,oya,api
SERAIKI,skr,35,87.5,Saraiki,Eurasia,Indo-European,hik,du,b3nd3,m3Ci,kuta,NA,d3r3t,p3t3ra,C3mra,r3t,h3di,siNg,k3n,3k,n3k,d3nd,jib,NA,sin3,NA,pi,dek,son,m3r,a,tar3,pani,p3t3r,ba,ra,NA,rat,NA,n3wa,na,di,ba,mai,tu,3sa
SLOVAK,slk,40,100,Slovak,Eurasia,Indo-European,yeden,dva,Clovek,riba,pes,voS,strom,list,koZa,krv,kosT,roh,uxo,oko,nos,zub,yazik,koleno,hruT,peCe5,pi,vidie,poCu,zomrie,pris,hviezda,voda,kame5,ohe5,cesta,vr,noc,plni,novi,meno,slnko,ruka,ya,ti,mi
SLOVENIAN,slv,40,100,Slovenian,Eurasia,Indo-European,EdEn,dva,oseba,riba,pEs,uS,drEvo,list,koZa,kri,kost,rog,uho,oko,nos,zob,yEzik,koleno,prsi,yetra,piti,vidEti,sliSati,umirati,prihayati,zvezda,voda,kamEn,oga5,stEza,gora,noC,poln,nov,ime,soncE,roka,yaz,ti,mi
NORTHERN_SAAMI,sme,40,100,North Saami,Eurasia,Uralic,okto,kuokte,olmmoS,kuolli,peEno,tihkki,muorro,losto,liyki,vorro,takti,CoorEvi,peELLi,ColEbmi,5unni,patni,5uovtCo,Cibpi,Cidji,vuEyvvos,yuhkoh,ooidnh,kulloh,yapmih,poohtih,nasti,Cahci,keE8Eki,tollo,palgkis,varri,iTTo,tiEvvo,o8os,nommo,pEyvvaS,kiEhto,mun,ton,miy
INARI_SAAMI,smn,40,100,Inari Saami,Eurasia,Uralic,oto,kieti,olmoS,kieli,penuv,tike,muoro,losto,liSke,voro,tEti,Cuarvi,peLi,Calme,5une,pEni,5uovCo,ido,5amah,vuoivos,yuho,uoini,kulo,yEmi,puati,tEsni,CEci,ke8gi,tulo,pElgis,vEri,iyo,tievos,u8os,nomo,peivi,kieto,mun,tun,miy
SAMOAN,smo,40,100,Samoan,Papunesia,Austronesian,tasi,lua,taNata,i7a,maile,utu,la7au,lau,pa7u,toto,ivi,nifo,taliNa,mata,isu,nifu,laulaufaiva,tulivae,susu,ate,inu,va7ai,fa7aloNo,oti,sau,fetu,suavai,ma7a,afi,ala,mauNa,po,tumu,fou,iNoa,la,lima,ita,oulua,matou
SHONA,sna,38,95,Shona,Africa,Atlantic-Congo,me,viri,nu,hove,ba,da,ti,Sija,gana,ropa,godo,5aNa,zeve,ziso,mumo,zino,rimi,bi,zamu,ropa,na,ona,na,fa,uya,5e5eci,vura,be,oto,zira,gomo,siku,zara,ca,zita,zuva,di,ini,NA,NA
SINDHI_2,snd,38,95,Sindhi,Eurasia,Indo-European,hiku,ba,purusu,maCu,kuto,jua,vanu,panu,Cana,rata,hado,singh,kan,nenu,nak,dand,diba,gode,uraho,NA,pi,dis,sun,mar,ayo,taro,pani,pahan,age,randu,NA,rate,puro,nao,nalo,suriju,hatu,au,tu,asi
SOMALI,som,39,97.5,Somali,Africa,Afro-Asiatic,mid,laba,qof,kalun,ey,injir,ged,Xalen,NA,Tig,laf,ges,Teg,il,san,ilig,Xarab,jilib,lab,ber,ab,arag,maqal,Timo,iman,Xidig,biyo,TagaX,dab,wado,bur,haben,buXsan,Xusub,magaXa,qaraX,gaXan,aniga,adigu,innagu
SOTHO_SUD,sot,36,90,Southern Sotho,Africa,Atlantic-Congo,nNe,badi,to,lhapi,tya,ta,fatE,hlaku,tlalo,adi,sapo,naka,cEbE,ihlo,ko,ino,leme,Nole,cwElE,bete,na,lewatlE,utlwa,thwa,tla,lEdi,Eci,jwa,ollo,cela,taba,siu,tlala,tha,bico,caci,NA,NA,NA,NA
SPANISH,spa,40,100,Spanish,Eurasia,Indo-European,uno,dos,persona,peskado,pero,pioho,arbol,oha,piel,sangre,weso,kerno,oreha,oho,naris,diente,lenga,rodiya,peCo,igado,bebe,ve,oir,mori,veni,estreya,aga,piedra,fuego,senda,sero,noCe,yeno,nuevo,nombre,sol,mano,yo,ustet,nosotros
SRANAN_TONGO,srn,38,95,Sranan Tongo,South America,Indo-European,wan,tu,libisma,fisi,dagu,loso,bon,NA,skin,brudu,bono,tutu,yesi,NA,noso,tifi,toNo,kini,bobi,lefre,driNi,si,yere,dede,kon,stari,watra,ston,faya,alatapasi,bergi,neti,furu,nun,nen,son,anu,mi,unu,unu
SARDINIAN_CAMPIDANESE,sro,40,100,Campidanese Sardinian,Eurasia,Indo-European,unu,duzu,omini,piSi,kai,prioxu,mata,fola,pEdi,SaNguni,osu,koru,orixa,oxu,nazu,dEnti,limba,jenuxu,pitura,figaw,bufay,biri,intEndi,mori,bEni,stEda,aba,perda,foxu,aruxa,monti,noti,prenu,now,nomini,soli,manu,dEw,tuy,nozu
SERBOCROATIAN,srp,40,100,serbian,Eurasia,Indo-European,yedan,dva,Covek,riba,pas,vaS,drvo,list,koZa,krv,kost,rog,uvo,oko,nos,zub,yezik,koleno,grudi,yetra,pi,vide,sluSa,umre,dolazi,zvezda,voda,kamen,vatra,ulica,planina,nox,pun,novi,ime,sunce,ruka,ya,ti,mi
HLUBI,ssw,40,100,Swati,Africa,Atlantic-Congo,5e,mini,nu,tani,ja,nala,ti,gabi,kuma,gazi,tamo,pono,debe,Lo,pumlo,zi5o,limi,dolo,bele,bini,nat,bon,v,f,z,kekezi,ni,te,lilo,dela,naba,suku,wele,na,gama,laNa,ana,mna,wena,tina
SATERFRIESISCH,stq,39,97.5,Ems-Weser Frisian,Eurasia,Indo-European,en,tvo,monsk3,fisk,hund,NA,bom,blEd,hEid,bloud,bunk3,houd3n,or,ox,noz3,tusk,tuN3,knib3l,brust,liuva,drink3,syo,her3,striv3,kum3,stirn,vota,sten,yur,vai,birix,noxt,ful,nEi,nome,sun3,hound3,ik,du,vi
SUNDANESE,sun,38,95,Sundanese,Papunesia,Austronesian,hiji,dua,jalma,lauk,anjiN,NA,taNkal,daun,kulit,getih,tulaN,tanduk,Ceuli,panon,iruN,huntu,letah,tur,pinareup,ati,Ninum,nempo,NadeNe,mate,dataN,bentaN,Cai,batu,seuneu,NA,gunuN,peutiN,pinuh,anyar,Naran,panonpoe,leuNeun,kuriN,anjeun,uraN
SWEDISH,swe,40,100,Swedish,Eurasia,Indo-European,et,to,mEniSxE,fisk,h3n,lus,trEd,lev,Sin,bud,ben,hun,3rE,3gE,nEsE,tEn,t3NE,knE,brEst,lev3r,drikE,se,hurE,de,komE,SEnE,vEt3n,sten,eld,stig,bEr,nEt,f3l,ni,nEmn,sul,hEn,yog,du,vi
SWAHILI,swh,40,100,Swahili,Africa,Atlantic-Congo,moja,mili,tu,samaki,ba,Cawa,ti,jani,Nozi,damu,fupa,peme,sikio,jiCo,pua,jino,limi,goti,fua,ini,5a,ona,sikia,fa,ja,5ota,maji,jiwe,oto,5ia,lima,siku,nene,pa,jina,jua,kono,mimi,wewe,sisi
AMIS_SAKIZAYA,szy,35,87.5,Sakizaya,Papunesia,Austronesian,cacay,tusa7,tatama7,butiN,wacu7,kutu7,kilaN,NA,baN3s,7idaN,7ukak,NA,taNila7,mata7,cih3k,Nip3n,s3ma7,NA,cucu7,watay,minanum,mim3law,mit3Nir,mapatay,tayni,bu7is,nanum,ba7tu,lamal,da8an,NA,labi7,NA,ba7lohay,NaNan,ciral,7ulima7,7ako,7iso,7ita
TAHITIAN,tah,39,97.5,Tahitian,Papunesia,Austronesian,ho7e,piti,ta7ata,i7a,uri,utu,ra7au,rao7ere,iri,toto,ivi,tara,tari7a,mata,ihu,niho,arero,turi,ouma,upa7a,inu,hi7o,fa7aro7o,pohe,haere mai,feti7a,vai,ofa7i,auahi,eatia,mou7a,ru7i,api,api,i7oa,mahana,rima,vau,NA,tatou
TAMIL,tam,40,100,Tamil,Eurasia,Dravidian,onru,irantu,manitan,min,nay,pen,maram,ilai,tol,rattam,elumpu,kompu,katu,kan,mukku,pal,nakku,mulankal,marpu,iral,kuti,kan,kel,Ca,varu,min,tannir,kal,neruppu,vali,malai,iravu,nirainta,putu,peyar,Curiyan,kai,nan,ni,nankal
KAZAN_TATAR,tat,40,100,Tatar,Eurasia,Turkic,ber,ike,kiSi,bal3k,it,bit,axaC,yafrak,tire,kon,siyek,m3g3z,k3lak,kiz,b3r3n,t3S,t3l,t3z,kukrek,baw3r,3C,kir,3S3t,il,kil,y3ld3z,su,taS,parar,yul,taw,kiC,tul3,yaNa,isim,k3yaS,kul,min,sin,biz
ATAYAL,tay,40,100,Atayal,Papunesia,Austronesian,qutux,uSaiN,CuquLiq,quLih,xuyiL,kuhiN,kahuniq,abax,kuahiL,ramux,baqni7,taNuqiy,CaNia7,rawiq,Nuhux,x7nux,hma7,tari7,xuxu7,Sayik,mnubuax,kita,muN,minuqiL,mah,buliq,kuSiya7,batunux,hapuniq,raniq,raxiyax,mhatan,mkaSi7un,iqaS,raLu7,waxi7,qaba7,ikuiN,iSu7,ita7
TULU_INDIA_2,tcy,39,97.5,Tulu,Eurasia,Dravidian,onji,raddu,manuSe,min3,nayi,pen,mara,ira,Cerma,nettar3,ell3,kombu,kebi,kannu,mugu,kuli,nalayi,menakal3gantu,tigala,NA,pariyara,tuwara,kenara,sayyara,barara,nakSatre,nir3,kallu,tuwu,parvata,dari,ratre,dinjidundu,posatta,pudar3,surye,kai,yanu,i,yankulu
DEHONG,tdd,40,100,Tai Nüa,Eurasia,Tai-Kadai,et,soN,kon,pa,ma,hau,mai,f3,laN,l3t,luk,xau,hu,ta,laN,seu,lin,kau,u,tap,ut,han,Nin,lon,ma,lau,lam,hin,fai,taN,loi,xam,im,ma3,c3,lEt,m3,kau,ma3,hau
TELUGU,tel,40,100,Telugu,Eurasia,Dravidian,okati,rendu,manusudu,Cepa,kukka,penu,Cettu,aku,tolu,raktamu,emuku,kommu,Cevi,kannu,mukku,pallu,naluka,mokalu,gunde,kalemanu,tragu,CuCu,vinu,CaCCu,vaCCu,Cukka,nillu,rayi,nippu,margamu,konda,ratri,nindina,kotta,peru,suryudu,Ceyi,nenu,nivu,memu
TETUN,tet,29,72.5,Tetum,Papunesia,Austronesian,NA,NA,ema,ikan,asu,utu,NA,tahan,kulit,ran,ruin,NA,tilun,matan,inur,ne7an,nanan,NA,susun,aten,hemu,hare,rona,mate,mai,kfitun,we,fatuk,ha7i,dalan,NA,kalan,NA,foun,naran,NA,liman,NA,NA,NA
TAJIK,tgk,40,100,Tajik,Eurasia,Indo-European,yak,du,odam,moXi,sag,SabuSk,darat,barg,pust,Xun,ustuXon,SoX,guS,CaSm,bini,danon,zabon,zonu,sina,jigar,nuSidan,didan,Sunidan,murdan,omadan,Stora,ob,san,otaS,paraXa,k3X,Sab,pur,nav,nom,oftob,dast,man,tu,mo
TAGALOG,tgl,40,100,Tagalog,Papunesia,Austronesian,isa,dalawa,tao,isda,aso,kuto,punuNkahoy,dahon,balat,dugo,buto,saNay,teNa,mata,iloN,Nipin,dila,tuhod,susu,atay,inom,tiNin,dinig,patay,datiN,bituin,tubig,batu,apoy,dan,bundok,gabi,puno,bago,paNalan,araw,kamay,ako,ikaw,tayo
KHORAT_THAI,tha,40,100,Thai,Eurasia,Tai-Kadai,n3N,soN,kon,pa,ma,hau,tonmai,baimai,naN,l3at,kaduk,kau,hu,ta,Tamuk,fan,lin,kau,na7ok,tap,kin,hen,daiyin,tai,ma,dau,nam,hin,fai,taNd3n,pukau,kaNk3n,tem,mai,T3,tawan,m3,ku,m3N,kukam3N
TIGRE,tig,40,100,Tigre,Africa,Afro-Asiatic,orot,klot,adam,XaSobat,kalib,kamalat,iCyat,katfat,garob,dam,XaCim,kar,idin,Xen,anif,nib,lisan,birik,tib,kabdat,sata,ra,samXa,mota,mat7a,kokab,may,ibanat,isat,gabay,dabir,lali,mulu7,jadid,sim,intay,ide,ana,inta,Xina
TIGRIGNA,tir,40,100,Tigrinya,Africa,Afro-Asiatic,Xada,k3l3te,sab,Xasa,kalbi,kw3mal,om,qasli,k3rbat,dam,Xasmi,karni,3zni,Xayni,af3nCa,s3ni,malXas,b3rki,darat,kabdi,sataya,ra7aya,samXe,mota,mas7e,kokob,may,3m3ni,Xawi,mangadi,3mba,layti,mulu7,Xadis,s3m,saXay,id,ane,n3s3ka,n3Xna
TALYSH,tly,40,100,North-Central Talysh,Eurasia,Indo-European,i,di,od3m,moy,sip3,sibiZ,do,liv3,pust,xun,ost3,Sox,huS3,C3S,vini,donon,zivon,zoni,sin3,j3x3,peSom,vin,m3s,mord,om,ostov3,ov,six,ot3S,r3d,bond,S3v,pur,toZ3,nom,h3Si,dost,oz,ti,3m3
TONGAN,ton,39,97.5,Tonga (Tonga Islands),Papunesia,Austronesian,taha,NA,taNata,ika,kuli,kutu,fu7u akau,lau,kili,toto,hui,me7atui,teliNa,mata,ihu,nifo,elelo,tui,fatafata,ate,inu,vakai,fanoNo,kau pekia,ha7u,fetu7u,vai,maka,afi,hala,mo7uNa,po7uli,fonu,fo7ou,hiNoa,la7a,nima,ku,koe,ma
TOK_PISIN,tpi,40,100,Tok Pisin,Papunesia,Indo-European,wan,tu,man,pis,dok,laus,diwai,lip,skin,blut,bun,hon,yau,ai,nus,tit,taN,skru biloN lek,susu,lewa,driN,lukim,harim,dai,kam,sta,wara,ston,paia,rot,maunten,nait,pulap,niupela,nem,san,han,mi,yu,yumi
HECUO_TAROKO,trv,35,87.5,Seediq,Papunesia,Austronesian,kiNal,daha,NA,surux,huliN,uhiN,huni,wasaw,ra7il,dara,buT,NA,biraT,dori7,muhiN,gupun,h3ma,NA,unuh,rumul,mimah,mita,mbahaN,mhu7il,miyah,pN3rah,siya,btunux,puni7,3lug,NA,s3karabi,NA,bgurah,haNan,hidaw,baga,yaku,isu7,ita7
TSWANA,tsn,36,90,Tswana,Africa,Atlantic-Congo,nne,bedi,to,tapi,Cwa,nta,tare,tlhare,talo,adi,rapo,naka,cebe,ito,ko,ino,leme,Nole,bele,bete,na,bona,utlwa,swa,tla,ledi,eci,ne,ollo,cela,lomo,sigo,tlala,nCa,ina,caci,NA,NA,NA,NA
TSONGA,tso,36,90,Tsonga,Africa,Atlantic-Congo,ne,mirhi,nhu,hlampfi,byana,hwala,murhh,tlula,hloNe,gati,rhamo,mhono,dleve,ihlo,hompfu,ino,rimi,colo,vele,vini,na,vona,ta,fa,ta,5eleti,ti,bye,cilo,dlela,chava,siku,tala,nchwa,vito,amu,NA,NA,NA,NA
TURKMEN,tuk,39,97.5,Turkmen,Eurasia,Turkic,bir,iki,unsan,baluk,it,NA,bag,yaprak,deri,gan,siNk,Sah,gulak,kez,burun,diS,dil,duz,gevis,bagur,iC,ger,eSit,el,gel,yulduz,suv,daS,ot,yol,dag,gije,dok,tEze,at,gin,el,men,sen,biz
TUMBUKA_MALAWI,tum,36,90,Tumbuka,Africa,Atlantic-Congo,moza,bili,ntu,somba,yimbwa,yinda,khuni,hamba,kumba,dopa,wanga,mphondo,khutu,so,mphuno,ino,lime,khongono,ganga,phapo,mwa,wona,pulika,fwa,fika,nyenyezi,aji,bwe,moto,nthowa,phiri,usiku,zura,phya,zina,zuba,NA,NA,NA,NA
TURKISH,tur,40,100,Turkish,Eurasia,Turkic,bir,iki,sah3s,bal3k,k3pek,bit,ayaC Sejere,yeprak,deri,kan,kemik,bonuz,kulak,delik,burun uj,diS,dil,diz,g3Gis,karajiyer,iCki,g3r,iSitmek,zar,gel,y3ld3z,su,taS,ateS,keCi yolu,da silsilesi,geje,dolugun,yeni,isim,gineS,el,ben,sen,biz
TUVAN,tyv,40,100,Tuvinian,Eurasia,Turkic,bir,iyi,kiSi,bal3q,3t,b3t,iS,biri,keS,qan,sak,m3y3s,qulaq,qaraq,xai,dis,d3l,diskek,taS,bar,iZer,kar,d3Nnar,alir,kelir,s3ld3s,sux,daS,ot,oruq,dax,dina,dolu,ja,at,xin,xol,men,sen,bis
UDMURT,udm,40,100,Udmurt,Eurasia,Uralic,odig,kik,adami,corig,puni,tey,pispu,kuar,ku,vir,li,sur,pel,sin,nir,pin,kil,pides,noni,mus,yu,adj,kil,kul,likt,kizili,vu,iz,til,sures,gurez,uy,tiraz,vil,nim,Sundi,ki,mon,ton,mi
UIGHUR_XINJIANG_YILI_YINING,uig,39,97.5,Uighur,Eurasia,Turkic,bir,ikki,kiSi,beliq,it,pit,dErEX,yopurmoq,terE,qon,seNEk,miNgiz,quloq,kez,burun,CiS,til,tiz,EmCEk,beXir,iC,ker,oNlo,wopot,kEl,yultuz,su,toS,ot,yol,toX,keCE,liq,yeNi,NA,kin,qol,mEn,sEn,biz
UKRAINIAN,ukr,40,100,Ukrainian,Eurasia,Indo-European,odin,dvo,Ludino,ribo,pEs,voSo,dErEvo,list,Skiro,krow,kistko,rih,vuxo,oko,nis,zub,yazik,koLino,hrudi,piCinko,piti,baCiti,Cuti,wmirati,priti,zirko,vodo,komi5,voho5,doroho,horo,niC,powniy,noviy,imyo,sonE,ruko,yo,ti,mi
URDU,urd,39,97.5,Urdu,Eurasia,Indo-European,ek,do,m3rd,m3Cli,kuta,NA,d3r3t,p3ta,jild,xun,h3di,siNg,kan,ak,nak,dat,z3ban,gutna,Cati,jig3r,pi,dek,su,m3r,a,tara,pani,p3t3r,ag,rasta,p3har,rat,b3rna,nea,nam,sur3j,bazu,mE,tum,h3m
UZBEK,uzn,40,100,Northern Uzbek,Eurasia,Turkic,bir,iki,inson,baliq,it,bit,darat,yaproq,teri,qon,suyak,muguz,quloq,koz,burun,tiS,til,tiza,kokrak,baXir,iC,kor,eSit,ol,kel,yulduz,suv,toS,ot,yol,toX,keCa,toq,yaNi,ot,kun,qol,men,sen,biz
VENDA,ven,37,92.5,Venda,Africa,Atlantic-Congo,tihi,bili,tu,kobE,ba,na,ri,tari,kuma,lopa,Samo,NA,4EbE,to,iNo,4o,rimi,NA,damu,NA,na,bona,pa,fa,da,narEci,di,tomo,riro,bira,taba,siku,dara,sa,cina,duba,a4a,ni,u,ri
VEPS_2,vep,40,100,Veps,Eurasia,Uralic,iks,koks,mEz,kolo,koir,tEi,pu,lExtEz,noxk,Cok,lu,sorv,korv,silm,nEno,pi,kEl,komb,niZo,moks,yodo,nExto,kuldo,koldo,tuldo,tExtoz,vEzi,kivi,lEmoi,tEhut,mEgi,E,tEuz,uz,nimi,pEivEinE,kEzi,minE,sinE,mE
JING_GUANGXI_SHANXIN,vie,40,100,Vietnamese,Eurasia,Austroasiatic,mot,hai,Nu3i,ka,kon co,kon yan,k3i,la,ya,mau,su3N,thuN,tai,kon mat,mui,yaN,lu3i,d3u xoi,Nuk,xan,u3N,sEm,NE,cet,lai,thau,nu3k,da,lu3,loi,nui,bat dem,d3i,m3i,ten,mat y3i,tai,tui,mai,cuN toi
FRANS_VLAAMS,vls,39,97.5,Western Flemish,Eurasia,Indo-European,en,tve,mEnS,fiS,unt,lus,bom,blEt,fEl,blut,ben,NA,or3,og3,niuz3,tant,tuN3,kni,borst,lev3r,driNk,zi,or,dot ga,kom,stEr3,vEt3r,sten,fir,vek,berk,nat,ful,nieu,nEm3,zun3,ant,ik,gi,mE
WARAY_WARAY,war,35,87.5,Waray (Philippines),Papunesia,Austronesian,usa,duha,tawo,isda,ayam,tuma,NA,dahon,panit,dugo,tulan,NA,taliNa,mata,iroN,Nipon,dila,NA,dughan,atay,inom,kita,pamati,matay,kanhi,biton,tubig,bato,kayo,dalan,NA,gabi,NA,bago,Naran,adlaw,kamot,ako,ikaw,kita
WALLOON,wln,19,47.5,Walloon,Eurasia,Indo-European,E,NA,om,NA,Ce,NA,NA,NA,pow,NA,NA,NA,oreye,ui,NA,NA,NA,NA,NA,NA,bwEr,NA,Sute,murrir,vnir,twEl,Ew3,NA,fE,vway,NA,NA,pli,novEl,NA,NA,NA,Ce,te,nos
WOLOF_8,wol,35,87.5,Wolof,Africa,Atlantic-Congo,bEnn,5ar,domuadama,jen,xaj,tE5,garab,xob,dEr,dErEt,NA,bejjen,nopp,b3t,bakkan,NA,kallama,om,NA,rEs,nan,gis,degg,dE,dikk,biddew,ndox,doj,lakk,NA,tangor,guddi,fEs,bEs,tur,naj,NA,ma,nga,dunu
SUZHOU_WU,wuu,40,100,Wu Chinese,Eurasia,Sino-Tibetan,ji7,lia,5iN,n,kEi,sic3,z3,s3c3,blfu7,SiE7,kodei,ko7,j3dou,5EjiN,bedei,Nuac3,sEdei,jiamudei,SioN,ku,CE7,kuE,tiN,s3,lE,SiNSiN,s3,zadei,xou,lou,s3,yod3,mE,SiN,miNz3,toya,sEi,No,nE,Sianj3
KALMYK,xal,40,100,Oirad-Kalmyk-Darkhat,Eurasia,Mongolic-Khitan,negn,xor,kun,CExsn,noxE,burg,motn,xEmtxsn,Ersn,cusn,yEsn,owr,Cikn,nutn,xEmr,Sutn,keLn,owtg,kokn,eLkn,ux,ucx,soNsx,ukx,irx,otn,usn,CoLun,xEL,xELx,uL,so,Curn,Sin,nern,nErn,xEr,pi,Ci,bitn
MPONDO,xho,40,100,Xhosa,Africa,Atlantic-Congo,5e,mini,nu,tani,ja,nwala,ti,!abi,kuma,gazi,tamo,pono,debe,so,pumlo,zi5o,limi,dolo,bele,bini,puz,bon,v,f,z,nenezi,ni,te,lilo,dela,naba,suku,wele,na,gama,laNa,anda,mna,wena,tina
MINGRELIAN,xmf,39,97.5,Mingrelian,Eurasia,Kartvelian,arti,Ziri,koCi,Cxomi,joxori,ti,ja,purcEli,tkEbi,zisxiri,dvali,ka,uji,toli,Cxvindi,kibiri,nina,birguli,k3d3ri,CxonCxi,Suma,cirapa,s3ma,xurua,mula,muricxi,cqari,kua,daCxiri,NA,gvala,sEri,opSa,axali,joxo,bZa,xE,ma,si,tkva
YIDDISH_EASTERN,ydd,40,100,Eastern Yiddish,Eurasia,Indo-European,Ens,cvEi,pErzon,fiS,hunt,los,bom,blat,hot,dam,bEn,horn,oy3r,og,noz,con,cuN,kni,brust,lEb3r,triNk3n,zE3n,hErn,Starbn,kom3n,StErn,vas3r,StEn,fay3r,dErEX,barg,nat,ful,nai,nom3n,zun,hant,iX,du,mir
YORUBA,yor,40,100,Yoruba,Africa,Atlantic-Congo,oko,eji,eni5o,Eja,aja,ino,igi,ewe,ara,EjE,egu,iwo,eti,oju,imu,ehi,aho,oroku,omu,Edo,mu,ri,go,ku,wa,irawo,omi,okuta,ino,ono,oke,alE,ku,titu,oruko,oru,owo,emi,iwo,awa
ZEEUWS,zea,40,100,Zeeuws,Eurasia,Indo-European,en3,tve3,mEns3,fis,ont,liz3,bom,blat,fEl,blu3t,ben,orn,or3,ox3,nez3,tant,tuN3,kni3,bost,lev3r,driNk,zi3,or3,dotxa3,kom3,star3,vEt3r,sten,fir,pat,bErk,nat,fol,niw,nEm3,zun3,ant,ik3,ji,ons
MALAY,zlm,40,100,Central Malay,Eurasia,Austronesian,satu,dua,oraN,ikan,anjiN,kutu,poko7,daun,kulit,darah,tulaN,tandu7,teliNa,mata,hiduN,gigi,lidah,lutut,dada,hati,minum,melihat,mendeNar,mati,dataN,bintaN,air,batu,api,jalan,gunuN,malam,penuh,baru,nama,matahari,taNan,saya,anda,kita
NGONI_2,zul,40,100,Zulu,Africa,Atlantic-Congo,5e,wili,nu,Sani,ja,nana,muti,geme,kuma,gazi,tamo,pono,sewe,so,pumulo,zi5o,limi,doro,wele,bini,puz,bon,z,f,z,ka5ezi,ni,Ce,baso,jera,nawa,siku,qaw,Ca,bizo,raNa,Cana,mine,wena,tini
